id_cliente,edad,dias_desde_registro,num_sesiones_mes,num_juegos_distintos,monto_apostado_mensual_mxn,monto_deposito_promedio_mxn,usa_app_movil,bono_reclamado,tasa_retorno_pct,prometedor
CL01988,36,192,6,4,5058,1783,si,si,95.4,no
CL01989,68,88,8,7,214,86,no,no,88.3,si
CL01990,60,715,10,2,2439,833,si,no,94.2,no
CL01991,55,830,10,7,3221,1630,si,no,86.3,no
CL01992,48,226,9,4,2314,965,no,no,92.3,no
CL01993,49,85,6,6,1807,1040,no,si,91.3,no
CL01994,53,167,3,4,361,126,no,si,92.8,no
CL01995,68,487,12,3,3398,1760,si,no,96.4,no
CL01996,42,148,4,7,2157,998,no,si,92.9,no
CL01997,43,345,9,5,15962,5098,no,si,95.2,si
CL01998,58,520,5,2,7344,3623,si,si,96,no
CL01999,41,309,6,4,2433,1102,si,si,88.7,no
CL02000,65,364,6,6,1834,399,si,no,92.4,no
CL02001,59,95,6,5,5461,1158,si,no,92.4,si
CL02002,60,55,7,2,339,129,si,no,92,no
CL02003,36,157,12,5,723,346,si,si,95,no
CL02004,26,66,5,1,1758,435,si,si,91.4,no
CL02005,30,183,7,3,2564,794,si,no,85.3,no
CL02006,53,530,7,5,503,110,si,no,90.9,no
CL02007,67,255,9,4,4450,1903,no,si,98.7,no
CL02008,55,181,9,3,4412,2493,si,si,89.9,no
CL02009,33,403,12,3,1261,626,si,si,91.9,no
CL02010,48,391,11,6,3166,1573,si,si,89.4,no
CL02011,43,178,6,5,325,84,no,no,93.4,no
CL02012,51,434,7,3,416,230,no,no,95.7,no
CL02013,38,207,7,4,2737,1141,si,no,84.3,no
CL02014,63,151,8,5,3878,1819,si,no,91.3,no
CL02015,51,88,9,4,1469,345,no,si,88.8,no
CL02016,40,40,8,2,1316,663,no,no,91.8,no
CL02017,69,227,6,1,2044,869,no,si,86.7,no
CL02018,56,401,7,2,3922,1184,si,no,91.4,no
CL02019,64,74,7,8,769,190,no,no,92.1,no
CL02020,23,91,7,3,442,172,no,si,94.5,no
CL02021,24,36,4,4,3294,1032,no,no,92.2,no
CL02022,38,121,5,4,1581,548,si,no,82.7,no
CL02023,41,46,9,2,633,138,no,no,91.4,no
CL02024,47,907,4,6,566,269,no,si,91.3,no
CL02025,54,59,9,4,4606,NA,no,no,90.6,no
CL02026,39,558,2,4,1770,438,si,no,94.7,no
CL02027,64,84,5,5,1787,847,si,no,91,no
CL02028,26,404,4,2,2967,982,si,si,92.7,no
CL02029,19,158,5,4,4486,1450,no,no,91.5,no
CL02030,21,43,3,8,3404,1576,no,no,86,no
CL02031,66,158,4,5,1537,374,si,si,94.2,no
CL02032,65,304,6,1,1504,NA,si,si,94.1,no
CL02033,18,70,6,2,879,499,si,si,90,no
CL02034,52,180,5,3,10828,3435,no,no,90.8,no
CL02035,60,809,3,1,4349,922,si,si,97.9,no
CL02036,52,63,12,1,2965,1556,no,no,91.3,si
CL02037,58,52,4,5,1836,514,si,si,96.5,si
CL02038,40,358,9,3,935,403,si,si,88.8,no
CL02039,45,94,8,3,2378,586,no,no,84.6,no
CL02040,24,126,7,3,220,109,si,no,90,no
CL02041,67,515,4,4,1289,319,no,no,86.7,no
CL02042,39,88,6,3,12689,7367,si,no,92.4,si
CL02043,20,207,6,5,656,148,no,no,91.6,no
CL02044,33,339,3,7,2678,913,no,no,91.1,no
CL02045,27,180,1,6,379,221,no,si,93.6,no
CL02046,56,96,8,3,548,136,no,si,94,si
CL02047,49,400,4,3,1421,659,si,no,89.9,no
CL02048,56,154,8,3,3627,1491,no,no,90.3,no
CL02049,30,33,3,4,8682,2713,si,no,96.8,si
CL02050,49,60,4,2,910,437,no,si,88,no
CL02051,54,197,3,3,2040,1054,si,no,87.2,no
CL02052,65,70,3,3,1090,478,si,no,89.2,no
CL02053,27,157,8,1,2622,868,si,no,88.3,no
CL02054,26,286,10,4,990,417,si,si,96.5,no
CL02055,30,111,5,4,2157,1163,si,no,87.5,no
CL02056,43,155,2,6,3072,1137,no,si,95.1,no
CL02057,38,205,6,3,1911,881,si,si,92.6,no
CL02058,63,58,6,3,7842,2506,no,si,101,no
CL02059,35,468,5,2,2907,1620,si,si,89.2,no
CL02060,29,533,3,5,1463,676,no,no,90.9,no
CL02061,56,45,6,5,567,231,si,no,89.3,no
CL02062,65,131,3,5,17562,9648,no,no,94,si
CL02063,59,344,5,6,3135,1446,si,no,95.1,no
CL02064,30,205,9,6,993,209,no,si,86.8,no
CL02065,25,171,10,5,907,231,si,no,95.3,si
CL02066,41,46,4,3,20675,5314,no,no,93.8,no
CL02067,64,378,5,7,5534,2143,si,no,94,no
CL02068,65,460,5,3,436,196,si,no,94.3,no
CL02069,55,32,5,4,836,425,si,no,99,no
CL02070,57,240,8,3,2252,729,si,no,86.6,no
CL02071,65,333,4,5,1421,529,no,no,87.8,no
CL02072,41,393,3,4,1352,NA,si,no,94.2,no
CL02073,60,1161,6,1,665,246,si,si,88.5,no
CL02074,19,554,7,3,629,NA,si,si,89.1,no
CL02075,27,445,7,3,6975,NA,si,si,91.2,no
CL02076,38,125,8,6,1867,420,no,no,92.6,no
CL02077,30,161,5,5,1640,689,si,no,98.2,no
CL02078,31,176,9,6,2642,552,no,no,94.6,no
CL02079,39,169,2,6,581,326,no,si,90.3,no
CL02080,47,174,4,3,2309,926,si,no,101.4,no
CL02081,21,95,8,9,990,NA,no,no,88,no
CL02082,25,436,6,4,680,341,no,no,98.2,no
CL02083,37,189,5,3,18098,10645,si,no,93.5,si
CL02084,44,61,8,4,7271,4030,si,no,89.6,no
CL02085,56,301,5,2,266,157,si,no,92.2,no
CL02086,38,293,10,5,1220,399,no,si,90.7,si
CL02087,23,21,6,1,5135,2086,no,no,90.2,no
CL02088,52,357,5,3,535,255,no,no,93,no
CL02089,21,368,12,5,1824,1025,si,no,92.7,no
CL02090,60,345,5,4,695,198,no,no,94.8,no
CL02091,23,390,6,3,1979,680,si,no,89.7,no
CL02092,34,222,6,4,3394,1719,si,no,96.5,no
CL02093,63,126,2,4,6842,3145,si,si,92.2,no
CL02094,51,533,11,5,571,198,no,no,90.2,no
CL02095,29,73,4,3,1231,311,no,no,87.2,no
CL02096,39,333,6,3,7840,4219,si,no,83,no
CL02097,28,120,5,3,3710,1706,no,si,88,no
CL02098,53,77,6,6,558,182,si,si,99.5,no
CL02099,22,319,9,6,2071,932,si,si,96,no
CL02100,22,263,9,6,1999,798,no,no,88.6,no
