id_poliza,valor_auto_miles,valor_factura_miles,antiguedad_auto,km_anuales_miles,tipo_vehiculo,edad_conductor,anios_licencia,es_conductor_joven,siniestros_previos,multas_ultimo_anio,uso_principal,ciudad,tiene_garage,tipo_cobertura,forma_pago,prima_anual_mxn
1110,289.8,289.4,11,7.2,sedan,61,37,no,1,3,personal,Monterrey,si,amplia,anual,8696
1111,596.5,616.2,8,19.2,pickup,43,20,no,0,0,personal,Otra,si,amplia,anual,11526
1112,413.4,427.9,2,NA,hatchback,58,28,no,2,0,personal,CDMX,si,amplia,anual,12682
1113,1558.6,1579.8,3,8.3,suv,18,0,si,0,0,personal,CDMX,si,limitada,anual,26734
1114,328.8,335.9,5,24,suv,42,20,no,1,4,mixto,Monterrey,NA,amplia,anual,14697
1115,120,120.8,7,17.5,sedan,45,19,no,5,0,personal,Otra,no,amplia,anual,12178
1116,283.6,278.1,1,13.4,compacto,48,20,no,3,0,mixto,CDMX,no,amplia,anual,14020
1117,591.5,604.6,13,12.9,compacto,40,19,no,1,0,personal,CDMX,si,amplia,anual,14366
1118,437.6,457.7,5,17.9,sedan,49,24,no,5,1,personal,Monterrey,si,limitada,anual,15987
1119,355,367.1,10,19.4,sedan,32,10,no,0,2,personal,Monterrey,no,amplia,anual,11618
1120,470.3,476,2,21.3,hatchback,54,28,no,2,0,personal,Guadalajara,si,limitada,anual,10573
1121,NA,263.2,9,19,compacto,35,15,no,1,1,personal,CDMX,si,amplia,anual,8366
1122,158.8,164.9,3,6.9,pickup,65,44,no,0,1,mixto,Guadalajara,no,amplia,anual,7588
1123,484,498.4,2,6.9,sedan,42,20,no,1,1,mixto,Otra,si,amplia,anual,11260
1124,267.2,277.4,4,11.1,compacto,39,17,no,0,1,mixto,Guadalajara,si,amplia,anual,7766
1125,336.2,346.1,7,25.6,hatchback,43,21,no,1,0,comercial,CDMX,si,limitada,anual,9201
1126,120,123,1,19.6,sedan,45,27,no,1,0,personal,NA,no,limitada,anual,6889
1127,343.3,340.1,9,22.3,suv,23,5,si,5,1,personal,Otra,no,amplia,anual,17687
1128,142.4,151.8,13,16.2,suv,48,24,no,0,3,personal,Guadalajara,si,amplia,anual,5998
1129,321,317.9,3,NA,hatchback,74,41,no,1,0,personal,Monterrey,si,limitada,anual,9508
1130,400.3,418.2,5,9.8,hatchback,34,14,no,0,0,personal,CDMX,no,amplia,anual,11320
1131,461.7,466.2,3,16.7,suv,51,26,no,2,2,personal,CDMX,no,rc,anual,12386
1132,388.3,401.7,2,24.1,sedan,49,23,no,0,1,mixto,Otra,si,amplia,anual,9260
1133,120,118.3,7,8.8,suv,22,4,si,0,0,personal,Otra,no,rc,anual,7557
1134,249.3,250,0,25.5,suv,35,17,no,5,1,mixto,Guadalajara,no,amplia,anual,16777
1135,213.6,209.7,7,17.7,compacto,47,21,no,2,0,personal,CDMX,si,limitada,anual,9063
1136,120,135.3,3,21.6,hatchback,46,23,no,0,2,mixto,Guadalajara,si,limitada,anual,6713
1137,188.6,188.9,0,14.5,suv,54,30,no,2,2,personal,Guadalajara,si,limitada,anual,7688
1138,340.5,338.3,12,19.6,sedan,47,26,no,1,2,mixto,Guadalajara,no,amplia,anual,11383
1139,309.4,318.1,2,17.7,suv,44,17,no,0,0,personal,Otra,no,limitada,anual,7738
1140,365.6,366.4,7,11.6,compacto,52,29,no,2,1,personal,CDMX,no,limitada,anual,10717
1141,241.4,238.2,5,12,compacto,43,21,no,5,1,personal,CDMX,si,rc,anual,14013
1142,187.6,200.7,7,16.6,sedan,34,13,no,3,0,mixto,Otra,no,amplia,anual,10901
1143,265.5,268.2,9,19.8,pickup,18,0,si,2,0,personal,Otra,si,limitada,anual,12255
1144,1086.9,1111.7,5,22.4,compacto,34,11,no,1,0,mixto,CDMX,no,amplia,anual,20564
1145,NA,283.1,5,16.3,sedan,63,42,no,0,3,personal,CDMX,si,amplia,anual,6511
1146,120,122.1,6,15.3,sedan,56,30,no,1,0,personal,Monterrey,si,limitada,anual,5563
1147,443.5,458.2,13,15.7,pickup,22,4,si,0,0,comercial,Monterrey,no,limitada,anual,14844
1148,737.4,747.9,2,16.7,hatchback,52,27,no,0,0,personal,Guadalajara,no,rc,anual,12180
1149,387.3,392.9,4,NA,sedan,34,10,no,0,0,mixto,Guadalajara,si,amplia,anual,7586
1150,542.4,551.6,5,17.1,compacto,44,24,no,0,1,mixto,CDMX,si,amplia,anual,10412
1151,231.2,237.3,0,17.2,hatchback,33,10,no,0,0,personal,CDMX,no,rc,anual,8638
1152,120,122.5,6,15.6,sedan,23,2,si,2,0,personal,Otra,si,limitada,anual,8614
1153,126.3,134.3,3,8.5,pickup,49,22,no,2,1,mixto,CDMX,si,amplia,anual,9381
1154,755.2,774.9,11,16.2,sedan,35,8,no,1,0,personal,CDMX,si,amplia,anual,14451
1155,217.6,213.9,13,17.4,sedan,49,21,no,0,0,comercial,CDMX,si,amplia,anual,8407
1156,293.7,292.6,3,26,compacto,43,16,no,0,1,personal,Guadalajara,no,limitada,anual,8622
1157,342.5,349.5,6,15.6,sedan,54,28,no,0,1,comercial,CDMX,no,amplia,anual,10651
1158,122.6,119.8,0,11.1,compacto,23,5,si,0,0,comercial,CDMX,si,amplia,anual,10403
1159,332.9,334.8,3,2.2,pickup,70,43,no,2,1,personal,Monterrey,no,amplia,anual,9269
1160,120,133.8,2,15.9,sedan,42,20,no,0,0,personal,CDMX,si,amplia,anual,6610
1161,128.8,137.5,3,2,compacto,21,3,si,3,3,personal,CDMX,no,amplia,anual,13199
1162,NA,127.2,6,10.1,sedan,38,18,no,1,2,personal,CDMX,NA,limitada,anual,7713
1163,120,118.8,6,4.2,pickup,43,20,no,0,0,personal,CDMX,si,amplia,anual,5658
1164,241.2,248.8,10,14.1,compacto,43,20,no,3,0,comercial,Monterrey,si,amplia,anual,10144
1165,519.9,531.6,15,21.5,hatchback,24,5,si,0,0,comercial,CDMX,si,rc,anual,12709
1166,488.2,501.6,15,20.8,hatchback,38,19,no,5,1,personal,CDMX,si,amplia,anual,16826
1167,259.8,263.4,2,10.2,compacto,31,12,no,1,0,mixto,CDMX,no,amplia,anual,9614
1168,439.4,455.6,2,17.9,suv,25,0,si,0,0,personal,Monterrey,no,rc,anual,13477
1169,296.8,307.9,6,11.7,compacto,44,18,no,0,0,comercial,Otra,si,amplia,anual,9658
1170,180.6,185.8,6,20.1,compacto,35,14,no,1,2,mixto,CDMX,no,amplia,anual,11198
1171,430,434.2,0,13.1,pickup,67,42,no,0,0,personal,CDMX,no,amplia,anual,9033
1172,357.1,345.4,5,19.5,compacto,23,0,si,2,2,personal,Monterrey,si,amplia,anual,13818
1173,222.8,231.6,6,10.6,compacto,30,12,no,5,0,mixto,CDMX,si,limitada,anual,12790
1174,370.4,397.9,2,16.9,compacto,32,7,no,0,3,personal,CDMX,si,amplia,anual,13280
1175,330.3,340.9,7,10.9,compacto,32,10,no,2,0,personal,Monterrey,no,rc,anual,8855
1176,120,127.8,0,13.3,sedan,41,21,no,0,0,personal,CDMX,si,amplia,anual,5106
1177,379.2,395.6,6,21.5,pickup,45,27,no,3,1,personal,CDMX,no,limitada,anual,15229
1178,237.2,229.3,16,24.8,sedan,25,1,si,2,2,comercial,Otra,si,amplia,anual,13596
1179,792.9,795.6,7,16.5,suv,40,19,no,0,0,mixto,Otra,si,amplia,anual,12715
1180,263.9,251.7,1,19.7,sedan,41,17,no,0,0,personal,CDMX,si,limitada,anual,7258
1181,286.3,291.9,8,20.6,hatchback,40,14,no,0,0,comercial,Monterrey,no,limitada,anual,9281
1182,650.9,674.6,10,11.7,hatchback,28,6,no,0,0,mixto,Otra,no,amplia,anual,12346
1183,287.3,304.1,9,8.1,sedan,51,25,no,2,2,mixto,Monterrey,si,amplia,anual,10169
1184,276.8,264.1,10,18.4,sedan,31,8,no,1,1,personal,Monterrey,si,rc,anual,8221
1185,452.1,461.1,3,16.4,sedan,53,26,no,3,0,personal,Monterrey,no,rc,anual,11261
1186,421.5,427.7,4,16.6,suv,18,0,si,2,0,comercial,CDMX,si,amplia,anual,17301
1187,1368.8,1391.6,7,14.2,hatchback,23,3,si,1,2,personal,CDMX,no,limitada,anual,22557
1188,120,123.4,4,7.2,sedan,43,21,no,1,2,personal,Monterrey,si,limitada,anual,7504
1189,327.4,340.6,5,24.7,sedan,49,27,no,0,0,mixto,CDMX,si,limitada,anual,9029
1190,629.6,646.2,12,14.1,hatchback,47,23,no,0,0,personal,CDMX,no,amplia,anual,11591
1191,333.7,355.1,9,21.6,sedan,50,27,no,0,0,personal,CDMX,no,limitada,anual,7882
1192,183.3,181.1,1,11.7,compacto,46,19,no,0,1,mixto,Monterrey,no,amplia,anual,9993
1193,NA,176.2,6,19.4,compacto,29,8,no,1,1,personal,CDMX,si,rc,anual,7991
1194,330,333.8,2,14.5,hatchback,38,11,no,0,0,mixto,Monterrey,no,amplia,anual,10316
1195,309.1,324.5,3,20.1,hatchback,64,37,no,0,1,comercial,CDMX,no,amplia,anual,11880
1196,387.6,398.5,15,20.7,sedan,19,1,si,2,1,personal,Monterrey,si,amplia,anual,13717
1197,532.9,549.9,1,18.2,sedan,36,8,no,0,2,personal,CDMX,si,limitada,anual,11257
1198,176.9,185.9,4,13.1,hatchback,29,6,no,1,0,comercial,Monterrey,si,limitada,anual,9187
1199,130.2,144,3,13.8,sedan,50,27,no,0,1,personal,Otra,no,amplia,anual,4604
1200,500.6,494.4,6,13.8,sedan,45,19,no,2,0,personal,Monterrey,no,amplia,anual,14452
1201,340.4,355.7,12,13.3,sedan,44,16,no,0,0,comercial,Otra,no,amplia,anual,9402
1202,233.4,236.2,3,15.2,suv,53,32,no,3,0,personal,CDMX,si,limitada,anual,10138
1203,120,134.7,3,15.5,sedan,41,16,no,0,0,mixto,CDMX,no,amplia,anual,8615
1204,353.9,361.7,1,19.9,sedan,32,12,no,0,0,personal,Guadalajara,si,amplia,anual,9345
1205,120,129.2,15,17.2,pickup,33,9,no,0,1,personal,Otra,no,limitada,anual,5411
1206,530.3,554.5,4,12.4,sedan,37,19,no,0,0,mixto,Guadalajara,si,amplia,anual,10594
1207,120,112.4,5,19.1,suv,34,8,no,4,0,personal,Otra,si,amplia,anual,13569
1208,379.8,385.8,12,19,hatchback,53,32,no,0,0,personal,CDMX,no,amplia,anual,8711
1209,207.2,195.2,2,14,hatchback,58,32,no,0,4,personal,Monterrey,no,amplia,anual,7680
1210,136.1,146.6,9,NA,suv,42,18,no,2,1,personal,Otra,no,amplia,anual,10449
1211,761.4,783,4,16.1,pickup,38,12,no,0,0,mixto,CDMX,si,amplia,anual,14559
1212,495.4,505.1,11,14.7,sedan,60,29,no,3,0,comercial,Guadalajara,si,limitada,anual,12741
1213,164.8,168.7,3,13.5,suv,53,24,no,0,1,personal,Otra,no,amplia,anual,6763
1214,279,280.2,8,10.1,suv,25,4,si,2,0,personal,Otra,no,limitada,anual,11341
1215,505.8,513.9,1,13.7,suv,78,45,no,0,1,personal,Otra,no,amplia,anual,10260
1216,354.6,360.3,2,12.4,pickup,37,14,no,1,2,personal,Otra,si,amplia,anual,10382
1217,416.3,432.7,3,11.4,sedan,46,26,no,2,0,mixto,CDMX,no,rc,anual,12201
1218,120,133.3,0,15.9,sedan,71,47,no,1,1,personal,Otra,si,amplia,anual,4882
1219,NA,442.9,0,16.1,sedan,34,13,no,4,1,personal,CDMX,no,limitada,anual,16669
1220,457.4,476.6,6,20.6,hatchback,57,30,no,3,0,personal,Otra,no,limitada,anual,10764
1221,333.1,349.5,3,16.7,compacto,47,25,no,0,0,personal,Otra,no,rc,anual,7979
1222,401.9,409.4,7,20.4,sedan,54,31,no,4,0,personal,CDMX,no,amplia,anual,14822
1223,440.6,444.8,5,13,compacto,40,21,no,2,1,mixto,Otra,si,rc,anual,10921
1224,704.9,711.6,15,5,hatchback,53,25,no,0,3,comercial,CDMX,si,amplia,anual,13320
1225,633.5,650.7,9,21,suv,33,8,no,5,1,comercial,Monterrey,no,amplia,anual,21311
1226,408.8,418.3,13,5,hatchback,34,13,no,1,1,personal,Otra,si,amplia,semestral,10785
1227,795.1,807.7,7,22,suv,38,13,no,2,1,personal,Otra,si,limitada,anual,16555
1228,406.8,420,6,13.9,hatchback,39,14,no,2,0,personal,Guadalajara,si,limitada,anual,10125
1229,120,129.5,10,23.3,sedan,57,23,no,0,0,mixto,Otra,no,rc,anual,4487
1230,782.9,787,7,19.6,sedan,39,20,no,2,2,mixto,CDMX,no,amplia,anual,18247
1231,171,176.8,8,9.9,suv,48,22,no,2,2,personal,Guadalajara,no,rc,anual,9020
1232,589,595.5,9,15.8,compacto,31,9,no,0,0,comercial,Guadalajara,no,limitada,anual,11520
1233,175.9,184.4,6,10.7,pickup,39,9,no,1,0,personal,Otra,si,amplia,anual,7244
1234,120,127.2,3,2,pickup,56,30,no,2,2,personal,Guadalajara,no,amplia,anual,10114
1235,NA,697.7,15,NA,hatchback,28,10,no,0,2,personal,Monterrey,si,limitada,anual,11024
1236,287,283.1,5,15.3,sedan,24,6,si,0,0,personal,Monterrey,si,amplia,anual,10516
1237,1726.5,1757.6,4,17.3,compacto,50,27,no,0,1,mixto,Otra,si,limitada,anual,23418
1238,283.5,302.2,8,6.5,compacto,18,0,si,0,1,personal,Monterrey,si,limitada,anual,11739
1239,177.9,183.1,6,NA,suv,32,13,no,2,2,personal,Monterrey,si,amplia,semestral,9902
1240,120,106.2,6,11.4,suv,44,21,no,0,2,personal,Otra,no,rc,anual,5824
1241,NA,362.5,5,15.2,hatchback,26,3,no,0,1,personal,Otra,si,rc,anual,10155
1242,198.5,208.1,10,NA,pickup,18,0,si,0,0,personal,Otra,si,amplia,anual,8694
1243,140.7,136,5,17.6,hatchback,28,7,no,1,0,personal,CDMX,no,rc,anual,6580
1244,283.3,283.3,5,15.7,compacto,32,11,no,0,1,comercial,CDMX,no,limitada,anual,9898
1245,635.8,643,7,16.6,compacto,48,23,no,0,0,mixto,Otra,no,rc,anual,11451
1246,120,112.5,10,32.7,pickup,40,22,no,1,0,personal,CDMX,no,amplia,anual,8663
1247,314,322.9,4,16.8,hatchback,42,21,no,1,1,comercial,Otra,si,amplia,anual,10112
1248,729.9,737.2,15,12.6,suv,20,0,si,0,1,personal,Monterrey,si,amplia,anual,16351
1249,540.2,553.9,0,15.9,suv,49,26,no,2,1,personal,Otra,si,limitada,anual,13956
1250,198.4,205.6,5,6.8,pickup,58,32,no,0,1,personal,Monterrey,no,amplia,anual,7884
1251,176.5,188.9,0,16.3,pickup,33,10,no,0,0,mixto,Monterrey,si,amplia,anual,8968
1252,535,533.5,2,11.1,pickup,37,16,no,0,0,personal,Otra,si,amplia,anual,10486
1253,481.8,489.9,9,15.1,compacto,53,26,no,0,0,personal,CDMX,si,limitada,anual,10288
1254,222.3,222.5,4,21.9,compacto,40,14,no,0,0,personal,Guadalajara,no,amplia,anual,6323
1255,NA,337.4,3,14.8,suv,41,16,no,0,0,personal,Otra,si,amplia,anual,7961
1256,535.5,565.2,15,18.2,hatchback,65,35,no,1,1,personal,Otra,no,amplia,anual,9579
1257,120,123.3,2,NA,hatchback,31,13,no,0,0,comercial,Otra,no,amplia,anual,8264
1258,459.5,469.1,6,29.3,pickup,62,36,no,0,1,personal,CDMX,no,limitada,anual,11232
1259,253.7,248.7,1,24,sedan,36,14,no,3,2,personal,CDMX,no,rc,anual,11983
1260,610.1,620.5,3,18.2,suv,59,28,no,1,1,personal,Monterrey,no,amplia,anual,13513
1261,NA,116.9,7,NA,pickup,44,20,no,1,0,personal,Otra,si,limitada,anual,5580
1262,683.7,704.4,9,27.6,suv,51,29,no,0,1,mixto,CDMX,si,amplia,anual,14224
1263,1150.2,1164.4,14,22.6,suv,42,22,no,0,1,personal,Guadalajara,no,rc,anual,16520
1264,595.6,609.6,7,15.5,suv,29,11,no,3,1,comercial,CDMX,si,amplia,anual,18917
1265,120,126.3,2,14.7,suv,46,24,no,1,1,personal,Monterrey,no,amplia,anual,8589
1266,437.8,447.9,4,10.4,hatchback,30,9,no,0,0,personal,Otra,no,limitada,anual,9052
1267,NA,116.4,7,16.7,suv,29,5,no,0,0,personal,Otra,si,limitada,anual,6005
1268,425.2,428.7,1,23.5,sedan,30,11,no,0,0,personal,CDMX,no,limitada,anual,11044
1269,316.9,319.9,1,10.8,sedan,43,16,no,0,1,comercial,Monterrey,si,amplia,anual,10050
1270,217.6,207.1,12,14,suv,18,0,si,0,3,comercial,CDMX,no,limitada,anual,12980
1271,613.9,624,9,17.6,suv,50,26,no,0,0,personal,CDMX,si,amplia,anual,10957
1272,575.2,594.6,5,21.1,compacto,26,5,no,0,1,personal,CDMX,si,rc,anual,11179
1273,183.4,177.9,1,16,hatchback,40,18,no,0,0,mixto,CDMX,si,amplia,anual,7892
1274,803.5,824.1,8,20.4,sedan,71,39,no,0,0,personal,Otra,no,amplia,anual,11620
1275,387.5,398.5,2,NA,hatchback,35,13,no,0,0,personal,CDMX,no,rc,anual,8918
1276,309.4,323.3,3,17.3,hatchback,39,19,no,0,0,personal,Otra,si,amplia,anual,9477
1277,729.7,743.2,14,NA,hatchback,28,9,no,0,2,comercial,CDMX,si,amplia,anual,15389
1278,567.9,582.5,4,9.4,sedan,49,28,no,2,1,mixto,Otra,si,limitada,anual,13493
1279,368.9,393.7,9,5,hatchback,49,25,no,2,2,mixto,CDMX,si,amplia,anual,13412
1280,792.8,811.1,2,9.2,suv,52,27,no,1,0,personal,NA,no,amplia,anual,14844
1281,521.8,520.5,1,17.7,hatchback,37,12,no,3,1,personal,Monterrey,si,limitada,anual,15482
1282,169.4,174.9,10,12.1,suv,33,15,no,1,0,comercial,Guadalajara,si,amplia,anual,9956
1283,696.2,712.4,4,16.5,sedan,42,21,no,3,1,comercial,Monterrey,no,amplia,anual,17627
1284,379.8,390,3,13.1,sedan,30,12,no,0,0,mixto,CDMX,si,amplia,anual,10501
1285,211.6,233.8,4,3.9,sedan,32,12,no,4,0,comercial,Monterrey,no,amplia,anual,15723
1286,200.2,210,10,4,sedan,18,0,si,2,0,personal,Monterrey,si,limitada,anual,12864
1287,250.4,255.9,5,7.7,sedan,18,0,si,0,0,personal,CDMX,si,limitada,anual,10174
1288,562.9,590.7,1,11,hatchback,31,8,no,0,2,personal,Otra,no,limitada,anual,9028
1289,529.5,534.8,5,15.4,suv,33,13,no,2,1,personal,Guadalajara,no,limitada,anual,14699
1290,162.4,173.7,14,4.4,suv,26,8,no,0,0,personal,Otra,si,amplia,anual,7195
1291,324.9,331.2,0,23.9,suv,29,9,no,0,1,personal,Monterrey,no,amplia,anual,11812
1292,NA,472.3,13,2,hatchback,44,16,no,3,0,mixto,CDMX,no,limitada,anual,13385
1293,804.3,827.3,0,17,hatchback,42,23,no,0,0,personal,Otra,si,amplia,anual,11361
1294,NA,128.6,17,6.5,pickup,71,49,no,1,2,mixto,Guadalajara,no,amplia,anual,6737
1295,340.4,338.9,0,22.5,suv,46,22,no,3,1,mixto,NA,no,amplia,anual,15688
1296,120,118.3,1,18.3,sedan,40,12,no,0,0,personal,Otra,no,limitada,anual,5896
1297,261.8,259.8,6,17.1,suv,44,20,no,5,0,comercial,Otra,si,rc,anual,12971
1298,393.5,387.7,6,13.5,suv,31,11,no,5,0,personal,Otra,si,rc,anual,13814
1299,187.4,185.2,5,28.9,hatchback,52,30,no,0,1,mixto,Monterrey,si,limitada,anual,7938
1300,258.4,261.8,11,11.1,hatchback,29,11,no,1,1,personal,CDMX,no,amplia,anual,10515
1301,188.6,195.9,3,18.1,sedan,18,0,si,1,0,comercial,CDMX,no,limitada,anual,12214
1302,NA,166.1,2,16,compacto,35,17,no,0,0,mixto,NA,si,rc,anual,5472
1303,632.9,641.8,4,27.8,hatchback,55,32,no,0,0,personal,Guadalajara,si,rc,anual,9701
1304,227.8,226.9,11,11.5,sedan,25,5,si,0,2,personal,Otra,si,rc,anual,6447
1305,120,145.3,13,24.5,hatchback,49,21,no,1,0,personal,Monterrey,no,limitada,anual,7700
1306,233.2,229.5,4,16.8,suv,28,3,no,2,0,personal,Monterrey,no,limitada,anual,11779
1307,450.5,468,5,14.7,sedan,57,33,no,0,0,personal,CDMX,si,amplia,anual,10568
1308,NA,246.7,5,25.6,hatchback,51,25,no,0,3,personal,Guadalajara,no,limitada,anual,8460
1309,120,117.4,4,24.4,sedan,37,16,no,2,2,personal,CDMX,no,rc,anual,8436
1310,604.3,624.8,2,12.4,pickup,70,40,no,0,1,personal,Monterrey,no,limitada,anual,11451
1311,855.9,868.7,2,13,sedan,62,35,no,1,2,mixto,Monterrey,no,amplia,anual,15525
1312,544.9,547.2,10,9.3,compacto,45,23,no,0,2,personal,CDMX,si,amplia,anual,9297
1313,345.7,346.9,4,13.6,sedan,39,13,no,0,2,personal,Monterrey,si,amplia,anual,11063
1314,444.3,460.8,0,12.9,hatchback,20,1,si,1,0,personal,Otra,no,amplia,anual,12059
1315,348.3,362.4,5,16.7,suv,47,26,no,1,0,personal,NA,no,amplia,anual,9430
1316,120,116,10,22,sedan,54,31,no,0,0,personal,CDMX,si,amplia,anual,5089
1317,583.7,608.3,15,NA,sedan,39,10,no,0,1,mixto,CDMX,no,amplia,semestral,12839
1318,837.1,867.2,1,17.5,sedan,50,32,no,0,1,mixto,Otra,si,amplia,anual,13910
1319,409.4,414.7,5,7.8,pickup,55,26,no,2,0,comercial,Otra,si,rc,anual,10738
1320,168.1,182.1,13,7.7,sedan,50,28,no,0,0,personal,Monterrey,si,rc,anual,2237
1321,271.5,264.7,2,12.1,hatchback,69,40,no,0,2,personal,Otra,si,amplia,anual,7534
1322,349.8,366.6,4,20.5,suv,45,19,no,1,1,personal,Guadalajara,si,amplia,anual,10866
1323,363.8,370.4,6,18.9,suv,27,6,no,1,0,comercial,Monterrey,si,limitada,anual,12947
1324,120,134.7,13,29.3,sedan,60,35,no,0,1,personal,Otra,si,amplia,anual,5828
1325,370.9,385.2,18,18.3,suv,34,12,no,3,2,personal,Otra,si,amplia,anual,13178
1326,562.2,573.7,6,18.3,compacto,37,11,no,1,0,personal,NA,no,limitada,anual,13241
1327,1231.2,1256.4,2,9.6,hatchback,35,14,no,0,0,personal,Monterrey,si,rc,anual,17555
1328,442.1,448,7,13.2,sedan,37,11,no,2,0,personal,CDMX,si,amplia,anual,13346
1329,494.8,501.5,1,18.1,suv,65,38,no,0,1,personal,Otra,si,limitada,anual,9913
1330,362.8,366.9,7,16.3,hatchback,36,12,no,0,0,personal,Monterrey,no,limitada,anual,10120
1331,548.4,558.7,1,21.3,suv,39,13,no,0,1,personal,Otra,si,limitada,anual,12117
1332,529.2,539.1,1,14.7,compacto,46,19,no,4,0,personal,Monterrey,si,limitada,anual,14323
1333,532.4,527.8,7,20,sedan,34,13,no,2,1,personal,Otra,si,amplia,anual,13063
1334,862.7,874.8,5,23,suv,29,10,no,2,2,personal,Guadalajara,no,amplia,anual,19752
1335,654.3,680.3,3,20.9,hatchback,31,9,no,3,1,personal,Guadalajara,no,rc,anual,15755
1336,591.7,607.5,2,19,sedan,44,19,no,3,1,personal,Otra,si,amplia,anual,15576
1337,444.8,455.7,14,16.8,suv,63,40,no,0,0,personal,Guadalajara,si,rc,anual,6643
1338,237.6,227.6,6,13,compacto,26,5,no,0,0,personal,CDMX,si,limitada,anual,7009
1339,604.2,624,7,NA,sedan,40,16,no,0,0,personal,CDMX,no,rc,anual,9816
1340,513.8,514.1,3,21.3,compacto,53,30,no,0,0,personal,CDMX,si,limitada,anual,9406
1341,478.3,484.4,9,27.3,sedan,24,4,si,0,0,mixto,CDMX,si,amplia,anual,13916
1342,836.6,846.3,11,15,compacto,40,21,no,1,1,personal,Monterrey,si,limitada,anual,14029
1343,522,538,5,24.4,hatchback,43,19,no,3,0,personal,CDMX,si,amplia,anual,15368
1344,414.6,417.3,8,6.9,sedan,77,45,no,0,0,mixto,CDMX,si,limitada,anual,7090
1345,128.1,128.7,10,7,sedan,37,12,no,0,1,personal,Otra,si,amplia,anual,4035
1346,362.4,376.1,11,15.9,compacto,50,25,no,0,0,mixto,Otra,no,amplia,semestral,9243
1347,441.2,444.5,0,17.3,sedan,41,23,no,1,0,mixto,CDMX,no,limitada,anual,11209
1348,297.2,307.8,1,17.9,sedan,22,0,si,2,1,personal,CDMX,si,limitada,anual,14530
1349,335.4,349,13,12.4,sedan,49,26,no,0,2,mixto,Monterrey,si,rc,anual,8853
1350,324.8,316.9,4,31.9,suv,64,42,no,0,0,personal,Otra,no,amplia,anual,8099
1351,120,116.2,4,NA,suv,57,29,no,2,0,personal,CDMX,no,amplia,anual,6961
1352,143.9,147.2,8,11.5,pickup,18,0,si,1,2,personal,CDMX,no,amplia,anual,13584
1353,539.4,557.7,1,20.6,suv,47,23,no,0,0,personal,CDMX,no,rc,anual,12043
1354,120,116.1,1,17.7,hatchback,18,0,si,0,1,personal,Otra,no,amplia,anual,9182
1355,148.2,162.2,7,2,suv,37,18,no,1,0,mixto,CDMX,si,amplia,anual,7476
1356,253.6,250.2,2,19.2,pickup,31,13,no,0,0,personal,Otra,si,rc,anual,5822
1357,145.9,154.3,2,15.5,pickup,45,21,no,0,0,personal,Monterrey,si,rc,anual,5870
1358,820.2,851.5,7,17.1,suv,40,16,no,2,1,personal,Otra,si,amplia,semestral,17552
1359,199.4,193.5,4,18.1,compacto,30,10,no,0,2,personal,CDMX,si,rc,anual,7649
1360,755.2,770.6,2,17.6,sedan,50,25,no,0,1,mixto,NA,no,limitada,anual,13470
1361,124.3,135.2,10,16.4,sedan,38,18,no,0,1,personal,Guadalajara,no,amplia,anual,4163
1362,452,446.2,3,12.6,hatchback,41,21,no,3,0,mixto,Guadalajara,no,limitada,anual,13989
1363,274.5,284.5,9,19.5,pickup,32,11,no,2,1,personal,Monterrey,si,amplia,anual,11226
1364,NA,156.3,5,31.6,sedan,39,19,no,1,0,personal,CDMX,si,rc,anual,6846
1365,NA,513,18,14.6,pickup,40,18,no,1,2,mixto,Guadalajara,si,amplia,anual,13506
1366,120,110.2,4,20.6,pickup,41,17,no,3,0,mixto,Otra,no,amplia,anual,10670
1367,120,122,3,17.9,pickup,29,11,no,1,0,personal,Monterrey,no,rc,anual,7515
1368,301.4,312,5,23.7,pickup,38,17,no,1,1,personal,Monterrey,si,limitada,semestral,11073
1369,319.6,333.2,18,18.3,compacto,18,0,si,0,1,personal,Otra,no,amplia,anual,10778
1370,158.6,150.5,4,14.3,sedan,37,5,no,0,0,personal,Monterrey,si,limitada,anual,6938
1371,411.3,423.5,2,14.2,sedan,25,6,si,3,0,personal,Otra,si,limitada,anual,15082
1372,169.2,165.4,8,21.2,suv,37,18,no,1,0,personal,CDMX,si,limitada,anual,6863
1373,256.3,258,11,16.7,compacto,18,0,si,0,0,mixto,Otra,si,amplia,anual,9007
1374,NA,191.6,1,22.4,sedan,45,22,no,3,0,comercial,CDMX,si,amplia,anual,13830
1375,260.6,268.2,8,8.1,pickup,56,31,no,0,1,personal,Monterrey,si,amplia,anual,7861
1376,120,117.9,5,22.6,pickup,51,27,no,1,0,personal,Otra,si,rc,anual,6052
1377,165.8,170.3,9,25.6,compacto,39,19,no,1,1,personal,Monterrey,no,amplia,anual,9498
1378,925.4,936.7,5,18.3,sedan,38,13,no,0,0,mixto,Monterrey,si,limitada,anual,14980
1379,574.1,579.8,1,18.6,hatchback,43,25,no,0,1,personal,Monterrey,si,amplia,anual,11116
1380,254.1,265.5,2,30,sedan,40,16,no,0,2,personal,Guadalajara,NA,rc,anual,8434
1381,120,119.8,14,24.9,hatchback,37,15,no,0,2,mixto,Otra,si,limitada,anual,4232
1382,271,275.5,8,8.9,pickup,36,17,no,0,0,personal,CDMX,NA,amplia,anual,9119
1383,NA,423.5,5,20,hatchback,33,14,no,2,1,personal,Otra,si,amplia,anual,11666
