id_transaccion,monto_transaccion_mxn,monto_promedio_historico_mxn,hora_del_dia,dias_desde_ultima_compra,num_transacciones_24h,distancia_km_domicilio,es_compra_internacional,categoria_comercio,fraude
TX001941,178,223,5,8,4,75.5,no,restaurantes,no
TX001942,3385,4534,10,16,3,68.5,no,abarrotes,no
TX001943,526,358,13,4,3,9.1,no,restaurantes,no
TX001944,831,900,3,12,1,9.8,no,entretenimiento,no
TX001945,1066,638,11,1,2,NA,no,viajes,no
TX001946,141,225,0,4,3,96.1,no,electronica,no
TX001947,638,632,15,2,1,45.4,no,restaurantes,no
TX001948,911,869,17,2,6,32.3,no,restaurantes,no
TX001949,4478,2234,13,1,4,81.8,no,restaurantes,no
TX001950,470,456,20,10,2,16.9,no,restaurantes,no
TX001951,2621,3120,10,3,3,11.1,no,electronica,no
TX001952,883,918,3,9,3,21.2,no,viajes,no
TX001953,492,325,22,8,2,27,no,restaurantes,no
TX001954,3468,1877,17,1,5,31.9,no,viajes,no
TX001955,468,434,11,4,7,19.4,no,viajes,no
TX001956,269,237,4,9,4,90.2,no,viajes,no
TX001957,2698,1651,21,3,2,161.7,no,abarrotes,no
TX001958,450,379,14,3,3,101.4,si,restaurantes,no
TX001959,1050,798,12,9,1,9,no,viajes,no
TX001960,1016,1691,19,5,1,39.9,no,entretenimiento,no
TX001961,2106,1127,23,2,2,44,no,electronica,no
TX001962,1656,536,1,3,2,24.1,no,viajes,no
TX001963,1436,1082,4,6,4,85.4,no,entretenimiento,no
TX001964,1221,853,21,8,7,59.9,no,abarrotes,no
TX001965,3613,3646,4,4,2,40.8,no,restaurantes,no
TX001966,756,599,18,11,3,37.6,no,electronica,no
TX001967,297,341,6,3,3,61.2,si,viajes,no
TX001968,144,256,17,1,3,19.7,no,entretenimiento,no
TX001969,536,957,22,3,3,13.2,no,abarrotes,no
TX001970,958,870,0,9,4,66.3,no,restaurantes,no
TX001971,208,684,19,3,6,11,no,electronica,no
TX001972,3679,2349,9,3,4,5.6,no,electronica,no
TX001973,1261,1016,19,2,1,37.7,no,restaurantes,no
TX001974,3176,1638,22,1,4,9.6,si,electronica,no
TX001975,4406,2548,6,6,2,36.9,no,abarrotes,no
TX001976,1433,1466,20,0,3,24.2,no,servicios,no
TX001977,150,106,10,8,1,27.4,no,restaurantes,no
TX001978,355,496,8,7,4,37.3,no,servicios,no
TX001979,820,822,12,3,1,14.2,si,entretenimiento,si
TX001980,1043,570,13,19,2,66.7,no,servicios,no
TX001981,2818,3036,21,5,5,19.3,no,electronica,no
TX001982,191,197,4,5,3,12.4,no,entretenimiento,no
TX001983,3586,1535,15,1,3,70.6,no,restaurantes,no
TX001984,531,820,21,8,1,44.8,no,entretenimiento,no
TX001985,336,498,16,10,5,4.1,no,restaurantes,no
TX001986,2602,2122,14,2,1,89.1,no,restaurantes,si
TX001987,1248,928,16,13,1,5.2,no,electronica,no
TX001988,1715,795,3,3,5,41.8,no,entretenimiento,no
TX001989,1151,1079,1,2,3,32.5,no,abarrotes,no
TX001990,2629,2456,5,10,2,44.2,no,viajes,no
TX001991,1254,1620,17,8,2,35.4,no,electronica,no
TX001992,179,232,7,8,3,77.7,no,electronica,no
TX001993,1456,1876,23,13,6,7,no,viajes,no
TX001994,102,238,16,0,5,47.5,no,entretenimiento,no
TX001995,1265,1789,19,5,5,64.1,no,servicios,no
TX001996,923,640,18,7,4,NA,no,restaurantes,no
TX001997,1023,715,7,14,2,52.3,si,viajes,no
TX001998,1686,774,2,9,6,71.7,no,restaurantes,no
TX001999,215,278,23,12,1,8.3,no,servicios,no
TX002000,623,1063,9,12,2,4.6,no,servicios,no
TX002001,894,743,18,4,3,52.8,no,abarrotes,no
TX002002,1066,716,12,7,4,17,no,viajes,no
TX002003,1665,1729,3,4,1,23.1,no,electronica,no
TX002004,185,174,2,6,4,27.9,no,viajes,no
TX002005,685,546,18,4,3,36.1,no,abarrotes,no
TX002006,2103,1135,17,3,1,13.8,no,entretenimiento,no
TX002007,1689,1851,19,9,3,39.6,no,servicios,no
TX002008,360,820,22,14,1,48.4,si,viajes,si
TX002009,581,867,11,3,3,104.8,no,electronica,no
TX002010,894,742,9,2,1,40,no,servicios,no
TX002011,2087,3257,17,14,5,58.5,no,electronica,no
TX002012,899,687,21,29,3,128.6,no,restaurantes,no
TX002013,632,454,9,2,1,45,no,servicios,no
TX002014,680,726,12,5,1,10.3,no,entretenimiento,no
TX002015,605,950,23,9,4,35.6,no,restaurantes,no
TX002016,1951,1676,4,3,3,26.3,no,viajes,no
TX002017,162,247,4,11,3,48.8,no,viajes,no
TX002018,1212,2082,23,7,0,33.6,no,electronica,no
TX002019,356,700,16,17,3,23.7,si,servicios,no
TX002020,943,966,3,40,8,23.1,no,entretenimiento,no
TX002021,883,1009,12,12,2,43.4,no,electronica,no
TX002022,305,584,2,6,3,28,no,restaurantes,no
TX002023,225,219,18,36,2,32.4,no,abarrotes,no
TX002024,1526,671,18,0,4,21.7,no,electronica,si
TX002025,334,684,7,15,3,8.2,no,viajes,no
TX002026,547,477,6,16,3,55.3,no,abarrotes,no
TX002027,424,306,3,5,2,25.8,no,abarrotes,no
TX002028,479,372,13,11,2,30.5,no,restaurantes,no
TX002029,453,399,21,1,3,NA,no,entretenimiento,no
TX002030,333,948,9,10,2,80.2,no,viajes,no
TX002031,763,769,12,12,4,89,no,servicios,no
TX002032,838,1394,20,4,4,110.3,no,electronica,no
TX002033,682,892,13,3,8,5.8,no,servicios,no
TX002034,108,219,2,3,0,17.9,no,servicios,no
TX002035,1401,1539,1,1,2,36,no,entretenimiento,no
TX002036,894,1233,0,7,3,52.3,no,abarrotes,no
TX002037,381,333,14,5,6,16.3,no,viajes,no
TX002038,7137,3813,22,5,2,29.7,no,abarrotes,no
TX002039,755,731,11,12,5,13.2,no,electronica,no
TX002040,329,284,15,7,2,13.6,no,servicios,no
TX002041,1524,504,13,5,0,42.5,no,viajes,no
TX002042,210,605,3,2,3,36.7,no,viajes,no
TX002043,187,869,22,3,1,45.6,no,servicios,no
TX002044,307,647,5,21,2,58.4,no,servicios,no
TX002045,244,186,9,16,4,34.2,no,entretenimiento,no
TX002046,2004,2213,5,7,4,43,no,entretenimiento,no
TX002047,1314,1407,4,10,1,58.4,no,abarrotes,no
TX002048,4343,2377,20,24,1,70.1,no,electronica,no
TX002049,91,130,7,6,4,76,no,servicios,no
TX002050,785,1196,14,28,1,34.5,si,entretenimiento,no
TX002051,1768,1733,23,5,1,18.3,no,entretenimiento,no
TX002052,379,630,9,9,3,33.2,no,abarrotes,no
TX002053,509,430,18,7,3,17.6,no,entretenimiento,no
TX002054,980,389,6,24,4,17,no,electronica,no
TX002055,478,644,2,11,1,5.9,no,electronica,no
TX002056,1145,1695,12,6,5,65,no,restaurantes,no
TX002057,536,776,4,17,3,45.6,no,entretenimiento,no
TX002058,528,323,23,22,2,58.1,no,entretenimiento,no
TX002059,649,1162,9,5,1,74.1,no,restaurantes,no
TX002060,2077,785,2,6,4,106.7,no,entretenimiento,no
TX002061,441,315,19,5,4,8.7,no,restaurantes,no
TX002062,251,292,7,5,2,59.3,no,abarrotes,no
TX002063,456,302,13,14,2,38.6,no,abarrotes,no
TX002064,1112,755,1,0,2,15.9,no,electronica,no
TX002065,559,524,15,14,4,55,no,abarrotes,no
TX002066,631,857,15,3,3,14.1,no,viajes,no
TX002067,712,513,0,11,4,60.5,no,restaurantes,no
TX002068,544,449,14,9,4,109.4,si,abarrotes,no
TX002069,430,503,1,13,4,15.2,no,abarrotes,no
TX002070,243,261,19,8,3,16.1,no,servicios,no
TX002071,375,388,15,2,4,27.4,si,restaurantes,no
TX002072,931,593,23,4,2,11.5,no,restaurantes,no
TX002073,653,695,0,19,3,42.3,no,electronica,no
TX002074,1127,826,20,14,3,43.3,no,servicios,no
TX002075,178,429,3,3,3,22.9,no,viajes,no
TX002076,1914,2394,11,6,1,78.4,no,servicios,no
TX002077,430,358,13,3,0,52.7,si,restaurantes,no
TX002078,465,725,4,5,5,NA,no,abarrotes,no
TX002079,1098,806,13,21,1,25.6,no,servicios,no
TX002080,1238,1350,9,17,2,28.1,no,electronica,no
TX002081,692,865,4,2,4,5.9,no,entretenimiento,no
TX002082,1692,1826,19,9,2,28,si,viajes,no
TX002083,2212,1785,23,16,4,6.9,no,viajes,no
TX002084,1930,923,3,3,2,93.5,no,abarrotes,no
TX002085,364,533,13,12,3,109.2,no,electronica,no
TX002086,762,918,20,5,2,3,no,abarrotes,no
TX002087,620,842,5,9,4,87.4,no,servicios,no
TX002088,281,169,1,12,0,5.9,no,viajes,no
TX002089,549,351,14,16,1,14,no,entretenimiento,no
TX002090,1730,986,20,30,3,60.9,no,abarrotes,no
TX002091,1011,770,21,7,2,46.8,no,abarrotes,no
TX002092,60,244,0,14,3,31.2,no,restaurantes,no
TX002093,428,859,1,10,5,29,no,abarrotes,no
TX002094,1424,1295,0,14,3,124.4,no,viajes,no
TX002095,1655,1486,22,8,5,69.2,no,restaurantes,no
TX002096,248,276,10,19,4,14.5,no,electronica,no
TX002097,579,374,5,3,2,79.5,no,restaurantes,no
TX002098,388,532,12,9,2,57.4,no,entretenimiento,no
TX002099,450,419,20,1,7,58.5,no,viajes,no
TX002100,691,553,20,4,3,24.7,no,servicios,no
TX002101,251,391,1,18,5,103.5,no,servicios,no
TX002102,259,258,6,10,4,30.4,no,entretenimiento,no
TX002103,229,460,6,3,4,57.1,no,electronica,no
TX002104,392,165,4,3,2,34,si,restaurantes,no
TX002105,516,255,4,3,2,11.2,no,servicios,no
TX002106,363,333,3,14,2,53.7,no,electronica,no
TX002107,280,340,8,21,4,15.1,no,viajes,no
TX002108,1016,716,16,11,3,13.4,no,restaurantes,no
TX002109,1406,1642,19,9,5,5,no,restaurantes,no
TX002110,841,691,18,7,4,54.1,no,electronica,no
TX002111,600,851,18,19,5,61.5,no,abarrotes,no
TX002112,543,430,20,6,2,105.5,no,servicios,no
TX002113,1310,1271,14,23,1,41.9,no,viajes,no
TX002114,327,900,13,4,3,5.8,no,viajes,no
TX002115,731,905,20,27,4,22.5,no,abarrotes,no
TX002116,993,2588,8,4,2,20.9,no,abarrotes,no
TX002117,727,519,0,13,1,52.4,no,servicios,no
TX002118,1015,705,4,8,4,9.6,no,restaurantes,no
TX002119,674,1002,6,2,4,7.7,no,electronica,no
TX002120,637,558,7,2,3,16.3,no,abarrotes,no
TX002121,325,427,14,6,2,16,si,entretenimiento,no
TX002122,772,1290,7,10,2,18.9,no,restaurantes,no
TX002123,1136,1360,15,4,6,54.6,no,abarrotes,no
TX002124,630,471,0,7,1,114,no,restaurantes,no
TX002125,2824,1038,20,11,3,33.4,no,abarrotes,no
TX002126,214,238,11,13,3,113.8,no,viajes,no
TX002127,606,993,13,8,2,50.6,no,servicios,no
TX002128,394,556,10,5,2,10.2,no,servicios,no
TX002129,3265,1199,18,21,4,66.5,no,viajes,no
TX002130,1279,2378,9,5,3,32.4,no,restaurantes,no
TX002131,304,395,8,29,2,37.8,no,viajes,no
TX002132,308,322,10,2,7,72.6,no,restaurantes,no
TX002133,598,495,20,7,4,64.6,no,viajes,no
TX002134,425,382,1,3,4,90.6,no,abarrotes,no
TX002135,117,188,3,3,4,25.1,no,abarrotes,no
TX002136,216,203,20,7,4,18.3,si,servicios,no
TX002137,932,598,7,5,3,21.5,no,viajes,no
TX002138,348,459,3,4,3,84.3,no,entretenimiento,no
TX002139,127,221,16,2,6,38.1,no,electronica,no
TX002140,468,757,16,0,2,29.7,no,electronica,no
TX002141,2435,1218,12,11,4,35.2,no,abarrotes,no
TX002142,575,1192,2,3,2,25,no,abarrotes,no
TX002143,402,589,5,3,3,76.4,no,electronica,no
TX002144,204,415,3,6,4,39.4,no,restaurantes,no
TX002145,252,462,17,15,3,27.2,no,electronica,no
TX002146,1993,1219,7,12,1,102.2,no,restaurantes,no
TX002147,3289,2525,3,37,2,25.3,no,servicios,no
TX002148,224,243,23,18,5,25.4,no,abarrotes,no
TX002149,4129,3718,1,1,1,66.7,no,viajes,no
TX002150,777,623,7,2,3,20.3,no,viajes,no
TX002151,778,468,12,9,1,40.6,no,abarrotes,no
TX002152,390,398,17,1,3,28.9,no,viajes,no
TX002153,536,513,12,15,1,16.7,no,viajes,no
TX002154,268,217,6,13,3,46.8,no,viajes,no
TX002155,607,887,18,11,3,30.3,no,entretenimiento,no
TX002156,343,304,6,3,1,5.8,no,restaurantes,no
TX002157,1647,1311,15,1,3,88.7,no,servicios,no
TX002158,1341,373,21,9,3,11.7,no,abarrotes,no
TX002159,1009,633,3,4,1,10,si,entretenimiento,no
TX002160,456,268,17,1,3,83.4,no,viajes,no
TX002161,4992,1873,14,7,5,113.5,no,restaurantes,no
TX002162,1285,1677,8,11,2,20,no,entretenimiento,no
TX002163,418,395,12,1,2,72.4,no,entretenimiento,no
TX002164,1810,866,11,8,2,102.6,no,viajes,no
TX002165,182,209,4,11,6,89.7,no,restaurantes,no
TX002166,1394,2041,12,10,5,90.6,no,entretenimiento,no
TX002167,1722,2236,0,7,5,101.7,no,electronica,si
TX002168,164,339,3,4,2,22.9,no,abarrotes,no
TX002169,406,821,22,22,1,45.6,no,restaurantes,no
TX002170,580,669,5,7,2,40.8,no,abarrotes,no
TX002171,644,555,12,1,3,24.4,no,servicios,no
TX002172,1715,2555,10,14,7,73.5,no,servicios,no
TX002173,394,301,13,17,3,23.1,si,abarrotes,no
TX002174,1410,531,23,3,7,3.4,no,servicios,no
TX002175,2217,1551,6,0,6,44.1,no,entretenimiento,no
TX002176,230,195,15,1,1,140.7,no,viajes,no
TX002177,797,1071,10,4,3,38,no,entretenimiento,no
TX002178,319,429,18,6,4,43,no,electronica,no
TX002179,385,670,23,12,6,71.6,no,abarrotes,no
TX002180,941,742,18,12,3,4.5,no,servicios,no
TX002181,466,808,2,4,3,3.6,no,viajes,no
TX002182,654,782,4,5,0,44,no,electronica,no
TX002183,1662,1331,21,8,3,18.1,no,entretenimiento,no
TX002184,249,237,19,15,3,7.6,no,abarrotes,no
TX002185,2336,1927,2,27,1,32.7,no,viajes,no
TX002186,226,740,15,1,2,62.8,no,servicios,no
TX002187,1701,875,22,8,2,NA,no,servicios,no
TX002188,725,730,1,3,2,16.6,no,servicios,no
TX002189,3216,1414,6,11,1,61.6,si,abarrotes,no
TX002190,631,1934,23,13,3,43.2,no,entretenimiento,no
TX002191,1227,1305,5,12,2,88.2,no,electronica,no
TX002192,487,297,13,14,3,23.2,no,abarrotes,no
TX002193,402,480,9,12,4,5.9,no,servicios,no
TX002194,427,681,3,9,1,20.4,no,entretenimiento,no
TX002195,167,225,18,10,4,106.8,no,abarrotes,no
TX002196,544,778,20,34,4,56,no,servicios,no
TX002197,404,818,23,4,4,23.7,no,electronica,no
TX002198,896,1616,4,11,2,41.1,no,viajes,no
TX002199,571,648,10,2,3,9,no,abarrotes,no
TX002200,141,177,5,2,1,12.9,no,entretenimiento,no
TX002201,211,221,14,4,2,42,no,entretenimiento,no
TX002202,1654,944,20,5,3,56.8,no,viajes,no
TX002203,1343,934,13,9,1,12.6,no,electronica,no
TX002204,276,211,3,0,2,7,no,electronica,no
TX002205,93,102,17,8,5,106.4,no,abarrotes,no
TX002206,3437,2435,7,1,3,33.7,no,servicios,no
TX002207,340,337,12,6,2,29.5,no,servicios,no
TX002208,760,493,12,1,1,31.8,no,viajes,no
TX002209,195,495,11,5,5,2.3,no,servicios,no
TX002210,252,274,6,18,4,105.6,no,viajes,no
TX002211,2284,1650,7,1,2,60.8,no,servicios,no
TX002212,437,303,12,1,1,21,no,entretenimiento,no
TX002213,2044,2515,12,8,4,36,no,viajes,no
TX002214,414,1074,23,8,2,50.4,no,abarrotes,no
TX002215,737,363,8,1,1,25,no,entretenimiento,no
TX002216,606,442,12,3,2,22.2,no,entretenimiento,no
TX002217,1382,721,1,1,5,27.9,no,servicios,si
TX002218,372,253,8,15,1,66.4,no,abarrotes,no
TX002219,1070,1553,1,8,4,NA,no,entretenimiento,no
TX002220,314,387,2,15,1,47.1,no,servicios,no
TX002221,177,331,12,5,1,18.2,no,electronica,no
TX002222,1959,1438,4,4,7,22.4,no,viajes,no
TX002223,690,630,16,19,1,18.7,no,entretenimiento,no
TX002224,410,638,20,0,6,27.5,no,viajes,no
TX002225,163,179,10,3,3,16,no,abarrotes,si
TX002226,477,818,2,18,3,9.7,no,electronica,no
TX002227,3306,1239,1,4,3,64.2,si,restaurantes,si
TX002228,1184,792,2,4,4,56.5,no,entretenimiento,no
TX002229,742,268,2,7,2,48.3,no,entretenimiento,si
TX002230,1817,931,0,20,1,48.1,no,electronica,no
TX002231,264,336,3,6,1,17.2,no,restaurantes,no
TX002232,771,902,13,9,1,6.4,no,restaurantes,no
TX002233,1252,439,23,7,4,136.9,no,viajes,no
TX002234,431,666,3,5,4,94.1,no,electronica,no
TX002235,816,601,12,0,4,21.8,no,viajes,no
TX002236,670,373,4,43,3,75.6,no,servicios,no
TX002237,143,438,15,40,3,32.7,no,entretenimiento,no
TX002238,1081,1442,22,5,6,62.7,no,servicios,no
TX002239,643,613,21,2,3,6,no,entretenimiento,no
TX002240,423,411,13,5,4,18.6,no,abarrotes,no
TX002241,2066,1889,8,7,2,NA,no,viajes,no
TX002242,294,423,4,10,3,114,no,electronica,no
TX002243,507,538,21,3,2,122.3,no,abarrotes,no
TX002244,815,451,5,5,1,27.7,no,abarrotes,no
TX002245,257,182,20,9,2,20.4,no,electronica,no
TX002246,533,882,20,15,2,69.7,no,electronica,no
TX002247,82,302,7,11,3,28.1,si,entretenimiento,no
TX002248,3526,3656,22,10,1,34.5,no,viajes,no
TX002249,2323,1975,5,3,3,169.1,no,entretenimiento,no
TX002250,2407,1600,11,10,4,24.5,no,abarrotes,no
TX002251,1007,480,12,9,1,32.5,no,entretenimiento,no
TX002252,135,92,3,5,4,51.2,si,viajes,si
TX002253,678,1237,3,1,3,16.6,no,restaurantes,no
TX002254,866,695,11,20,1,7.4,no,viajes,no
TX002255,762,551,4,1,2,6.9,no,servicios,no
TX002256,616,977,0,19,4,232.5,no,servicios,no
TX002257,292,130,19,13,4,53.9,no,abarrotes,no
TX002258,559,618,7,1,2,53.2,no,servicios,no
TX002259,1593,1351,1,0,5,NA,no,entretenimiento,no
TX002260,1039,1018,13,2,6,NA,no,restaurantes,no
TX002261,1465,1415,20,10,2,30.8,no,restaurantes,no
TX002262,558,835,10,12,3,39.8,si,electronica,no
TX002263,492,567,19,8,2,32.3,no,electronica,no
TX002264,1461,2230,23,9,7,22,no,abarrotes,no
TX002265,1605,1209,10,18,4,18.5,no,restaurantes,no
TX002266,148,478,15,5,1,47.1,no,abarrotes,no
TX002267,509,532,17,4,4,31.2,no,entretenimiento,no
TX002268,506,903,3,18,5,36.7,no,servicios,no
TX002269,581,685,4,8,3,59.1,no,abarrotes,no
TX002270,1487,1355,15,4,4,29.7,no,electronica,no
TX002271,1176,1016,18,10,2,37.8,si,entretenimiento,no
TX002272,1797,3183,0,1,8,11.1,no,abarrotes,no
TX002273,591,716,15,15,2,13.6,no,abarrotes,no
TX002274,157,181,14,4,6,49.7,no,abarrotes,no
TX002275,932,1061,18,16,2,12.1,no,servicios,no
TX002276,2311,2526,8,4,4,19.8,no,servicios,no
TX002277,558,440,14,2,4,28,no,restaurantes,no
TX002278,819,1087,10,0,2,145.4,no,entretenimiento,no
TX002279,342,578,1,13,1,64.8,no,abarrotes,no
TX002280,899,1462,1,25,2,19.2,no,abarrotes,no
TX002281,958,1131,12,7,2,12.5,no,servicios,no
TX002282,1007,688,6,7,1,57.7,no,abarrotes,no
TX002283,461,687,1,7,2,102.9,no,servicios,no
TX002284,375,964,15,16,0,65.4,no,electronica,no
TX002285,1351,772,4,3,4,41.9,no,restaurantes,no
TX002286,1168,917,19,3,3,73.5,no,entretenimiento,no
TX002287,266,172,18,3,3,28,no,servicios,no
TX002288,1958,971,4,9,7,12.1,si,abarrotes,no
TX002289,361,499,18,12,4,64.3,no,electronica,no
TX002290,914,1088,20,5,4,26.1,no,entretenimiento,no
TX002291,111,156,16,5,4,46.1,no,abarrotes,no
TX002292,235,326,18,10,5,22.3,no,abarrotes,no
TX002293,6230,2452,1,8,2,66.5,si,viajes,no
TX002294,242,480,23,2,7,53.7,no,restaurantes,no
TX002295,873,760,5,0,2,11.8,no,electronica,no
TX002296,370,917,10,1,7,56.8,no,servicios,no
TX002297,529,616,16,16,4,12.9,no,electronica,no
TX002298,226,287,6,10,2,59.7,no,viajes,no
TX002299,373,590,2,15,4,13.4,no,viajes,no
TX002300,878,976,21,13,0,54,no,servicios,no
TX002301,508,383,22,8,1,18.4,no,servicios,no
TX002302,3414,2195,0,5,3,101.5,no,entretenimiento,no
TX002303,380,714,7,2,1,19.5,no,restaurantes,no
TX002304,525,346,20,0,0,27.9,no,abarrotes,no
TX002305,411,203,3,12,2,17.7,no,abarrotes,no
TX002306,1295,571,19,2,3,30.5,si,restaurantes,no
TX002307,728,844,16,7,5,20.8,no,entretenimiento,no
TX002308,698,510,0,4,4,NA,no,servicios,no
TX002309,1699,2221,8,3,2,NA,no,viajes,no
TX002310,2670,1473,18,14,3,6.4,si,servicios,no
TX002311,1246,656,13,7,2,16.5,no,viajes,no
TX002312,790,1184,18,13,4,14,no,entretenimiento,no
TX002313,646,533,14,7,3,14.7,no,abarrotes,no
TX002314,703,711,13,20,1,58.8,no,electronica,no
TX002315,1117,730,7,11,2,67.9,no,abarrotes,no
TX002316,1179,888,22,2,1,49.7,no,entretenimiento,no
TX002317,2814,1885,23,8,1,66.6,no,electronica,no
TX002318,3022,1397,7,5,4,44.3,no,electronica,no
TX002319,241,250,13,2,3,25.9,no,entretenimiento,no
TX002320,124,247,1,26,7,65.5,no,entretenimiento,no
TX002321,285,498,13,26,1,28.5,no,servicios,no
TX002322,960,648,15,3,1,163.3,no,electronica,no
TX002323,612,1036,6,15,3,64.1,no,abarrotes,no
TX002324,920,614,10,21,2,26.9,no,electronica,no
TX002325,589,299,2,4,2,61.3,no,entretenimiento,no
TX002326,882,547,10,4,4,36.9,no,abarrotes,no
TX002327,1036,1178,9,9,3,43.3,no,restaurantes,no
TX002328,270,500,12,1,5,42.4,no,abarrotes,no
TX002329,961,889,10,24,5,8.5,no,entretenimiento,no
TX002330,923,848,9,15,3,27,no,abarrotes,no
TX002331,1507,1113,13,3,3,69.8,no,servicios,no
TX002332,253,317,1,13,2,32.2,no,entretenimiento,no
TX002333,1206,929,3,8,2,37.1,no,viajes,no
TX002334,387,523,9,2,3,NA,no,abarrotes,no
TX002335,880,1652,15,6,3,40.1,no,abarrotes,no
TX002336,239,158,17,7,1,6.4,si,servicios,no
TX002337,200,403,9,7,4,27.1,no,electronica,no
TX002338,799,1097,12,9,3,5.1,no,viajes,no
TX002339,177,273,10,1,2,10.1,no,servicios,no
TX002340,994,756,9,4,2,2.8,si,entretenimiento,no
TX002341,941,625,6,2,2,52.4,no,viajes,no
TX002342,985,570,19,9,2,31.5,si,abarrotes,no
TX002343,1073,1084,3,5,3,29.3,no,viajes,no
TX002344,547,659,19,2,0,35.8,no,electronica,no
TX002345,906,1421,0,8,1,40.9,si,viajes,no
TX002346,649,1236,18,2,1,100.5,no,viajes,no
TX002347,876,694,0,1,4,29,no,entretenimiento,no
TX002348,160,357,18,1,0,4.9,no,electronica,no
TX002349,1340,1442,3,22,2,26,no,electronica,no
TX002350,635,498,6,11,4,8.9,no,viajes,no
TX002351,4411,2036,5,23,4,122.2,no,viajes,si
TX002352,2252,1060,5,12,1,23.8,no,viajes,no
TX002353,6533,3534,18,11,2,27.6,si,restaurantes,no
TX002354,643,857,7,30,2,71,no,electronica,no
TX002355,87,189,7,17,2,47.6,no,viajes,no
TX002356,893,1182,9,14,3,14.8,no,abarrotes,no
TX002357,1557,1679,18,10,1,55.3,no,entretenimiento,no
TX002358,1326,536,0,18,4,21.4,no,entretenimiento,no
TX002359,1715,774,2,15,3,34.8,no,viajes,no
TX002360,487,443,6,13,6,7.2,no,restaurantes,no
TX002361,492,501,0,13,4,16.1,no,viajes,no
TX002362,860,1351,22,23,2,34.2,no,electronica,no
TX002363,680,519,0,10,2,14.4,no,servicios,no
TX002364,818,473,6,20,3,81.1,no,viajes,no
TX002365,1375,2580,17,5,5,52.8,no,entretenimiento,si
TX002366,175,150,16,4,4,8.7,no,entretenimiento,no
TX002367,1030,1071,0,14,1,59.6,no,restaurantes,no
TX002368,674,1046,19,3,1,4,no,entretenimiento,no
TX002369,332,422,19,22,0,93.2,no,restaurantes,no
TX002370,246,281,10,9,1,68.2,no,restaurantes,no
TX002371,298,254,12,15,3,82.9,no,entretenimiento,no
TX002372,4870,3198,8,2,5,16.9,no,restaurantes,no
TX002373,247,268,4,10,6,27.4,no,entretenimiento,no
TX002374,677,1021,18,4,3,34.4,no,restaurantes,no
TX002375,469,567,8,16,6,22,no,entretenimiento,no
TX002376,1271,1616,20,4,7,126.2,no,viajes,no
TX002377,686,1135,12,2,4,116.9,no,viajes,no
TX002378,1621,834,14,4,8,33.5,no,servicios,si
TX002379,656,1541,12,10,1,57.9,no,servicios,no
TX002380,482,821,22,22,3,14,no,electronica,no
TX002381,735,932,13,15,2,28.3,no,servicios,no
TX002382,1080,864,16,6,2,81.1,si,servicios,no
TX002383,7253,2570,0,17,5,111.3,no,entretenimiento,no
TX002384,411,389,4,4,4,20.1,no,restaurantes,no
TX002385,631,564,22,9,3,80.7,no,abarrotes,no
TX002386,566,931,20,1,2,38.4,no,electronica,no
TX002387,180,165,5,27,4,24.9,no,entretenimiento,no
TX002388,636,337,15,34,2,53.4,si,servicios,no
TX002389,209,521,15,6,3,13,no,restaurantes,no
TX002390,1896,2717,13,2,4,23.7,no,restaurantes,no
TX002391,519,617,17,13,4,18.9,no,servicios,no
TX002392,430,695,23,9,1,16.7,no,entretenimiento,no
TX002393,884,484,4,9,1,46.5,no,restaurantes,no
TX002394,886,1163,22,11,4,18.9,no,servicios,no
TX002395,130,259,18,0,2,58.2,no,electronica,no
TX002396,949,794,16,15,5,44.4,no,viajes,no
TX002397,269,451,18,1,2,84.4,no,entretenimiento,no
TX002398,383,470,3,7,4,35.5,no,entretenimiento,no
TX002399,566,500,12,1,2,34,no,restaurantes,no
TX002400,181,341,17,12,1,15.8,no,servicios,no
TX002401,442,668,6,14,4,121.4,no,restaurantes,no
TX002402,391,444,4,20,2,85.2,no,abarrotes,no
TX002403,319,315,16,11,0,67.2,no,viajes,no
TX002404,800,713,0,4,5,56,no,abarrotes,no
TX002405,449,477,5,12,5,14.1,no,viajes,no
TX002406,1642,1566,23,5,1,36.5,no,restaurantes,no
TX002407,1461,1064,1,8,3,NA,no,restaurantes,no
TX002408,490,298,11,16,2,82.2,no,entretenimiento,no
TX002409,1065,924,9,12,3,2.6,no,restaurantes,no
TX002410,575,482,23,14,0,NA,no,entretenimiento,no
TX002411,231,581,23,21,2,107.3,no,servicios,no
TX002412,808,884,0,9,4,24,no,viajes,no
TX002413,1164,612,20,16,2,14.8,no,entretenimiento,no
TX002414,1056,1105,20,13,5,7.9,no,entretenimiento,no
TX002415,1126,1615,21,7,2,40.2,no,electronica,no
TX002416,815,486,3,6,3,2,no,servicios,no
TX002417,5214,3777,22,19,2,11.6,no,abarrotes,no
TX002418,188,599,7,4,4,54.5,si,abarrotes,no
TX002419,90,80,1,16,3,14.5,no,restaurantes,no
TX002420,1577,1149,1,8,2,116.9,no,abarrotes,no
TX002421,150,637,1,9,4,48.8,no,abarrotes,no
TX002422,102,323,19,9,4,20.6,si,entretenimiento,no
TX002423,1020,1144,18,8,3,35.8,no,electronica,no
TX002424,583,441,17,18,2,111.4,si,electronica,no
TX002425,440,215,5,8,3,17.2,no,entretenimiento,no
TX002426,2284,1495,17,8,3,56.2,no,servicios,no
